genome id,genome name,gene contents,number of genes,GC content,taxonomy,genome size,Have multi-copy gene
KT266786.1,Gelidium elegans,"['dnaK', 'psbZ', 'psbK', 'petG', 'rps14', 'psaB', 'psaA', 'accB', 'ycf45', 'acpP', 'psaD', 'acsF', 'petN', 'secG', 'ycf36', 'bas1', 'pbsA', 'rpl35', 'rpl20', 'preA', 'odpA', 'odpB', 'petA', 'tatC', 'apcE', 'apcA', 'apcB', 'atpE', 'atpB', 'ycf3', 'infB', 'rps18', 'rpl33', 'rps20', 'rpoB', 'rpoC1', 'rpoC2', 'rps2', 'tsf', 'atpI', 'atpH', 'atpG', 'atpF', 'atpD', 'atpA', 'sufC', 'sufB', 'ycf92', 'ycf39', 'ycf41', 'psbI', 'ycf58', 'ORF621', 'cemA', 'ORF12', 'ycf4', 'petL', 'psaL', 'rpl28', 'trxA', 'rbcL', 'rbcS', 'cbbX', 'ycf34', 'ilvH', 'infC', 'rps4', 'ycf80', 'ycf91', 'apcF', 'ycf20', 'cpcG', 'nblA', 'cpeB', 'cpeA', 'ccsA', 'psaK', 'accA', 'ycf22', 'ycf23', 'psaC', 'gltB', 'rpoZ', 'cpcB', 'cpcA', 'pgmA', 'ycf21', 'secA', 'trpA', 'tilS', 'ycf64', 'psb30', 'ftrB', 'psaI', 'psbJ', 'psbL', 'psbF', 'psbE', 'ycf26', 'ycf63', 'chlI', 'psaM', 'ycf46', 'rpl34', 'ycf37', 'ycf52', 'psaF', 'psaJ', 'apcD', 'fabH', 'psbX', 'accD', 'psbV', 'petJ', 'carA', 'ycf53', 'ycf55', 'ycf54', 'rbcR', 'psbY', 'rpl32', 'ycf56', 'rpl21', 'rpl27', 'rne', 'psbA', 'ycf35', 'ccdA', 'ccs1', 'trpG', 'thiG', 'ycf60', 'rps6', 'ycf27', 'psbD', 'psbC', 'ycf17', 'upp', 'ycf19', 'rps16', 'ycf65', 'ORF164', 'groEL', 'syh', 'psbW', 'syfB', 'rps1', 'thiS', 'ycf29', 'ntcA', 'petB', 'petD', 'rpl12', 'rpl1', 'rpl11', 'moeB', 'rpl9', 'dnaB', 'clpC', 'rpl19', 'ilvB', 'argB', 'ftsH', 'psaE', 'psbH', 'psbN', 'psbT', 'psbB', 'ycf38', 'petF', 'rps10', 'tufA', 'rps7', 'rps12', 'rpl31', 'rps9', 'rpl13', 'rpoA', 'rps11', 'rps13', 'rpl36', 'secY', 'rps5', 'rpl18', 'rpl6', 'rps8', 'rpl5', 'rpl24', 'rpl14', 'rps17', 'rpl29', 'rpl16', 'rps3', 'rpl22', 'rps19', 'rpl2', 'rpl23', 'rpl4', 'rpl3']",199,0.3020120401950237,"['Eukaryota', 'Rhodophyta', 'Florideophyceae', 'Rhodymeniophycidae', 'Gelidiales', 'Gelidiaceae', 'Gelidium']",174748,False
DQ229107.1,Chara vulgaris,"['rps12', 'rps7', 'ndhB', 'psbM', 'ycf66', 'petN', 'orf62a', 'rpoB', 'rpoC1', 'rpoC2', 'rps2', 'orf71a', 'atpI', 'atpH', 'atpF', 'atpA', 'rps4', 'orf153a', 'petA', 'ycf3', 'accD', 'psaI', 'psbA', 'chlI', 'ycf12', 'psaM', 'psbI', 'psbK', 'chlB', 'psaA', 'psaB', 'rps14', 'rps16', 'odpB', 'orf516', 'ycf62', 'orf74a', 'ndhJ', 'ndhK', 'ndhC', 'orf69a', 'atpE', 'atpB', 'rbcL', 'ftsH', 'orf62b', 'psbD', 'psbC', 'psbZ', 'rpl19', 'orf63a', 'ycf4', 'cemA', 'psbJ', 'psbL', 'psbF', 'psbE', 'orf60a', 'petG', 'petL', 'tufA', 'orf60b', 'psaJ', 'rpl33', 'rps18', 'rpl20', 'orf63b', 'clpP', 'psbB', 'psbT', 'psbN', 'psbH', 'petB', 'petD', 'rpl12', 'orf98a', 'rpoA', 'rps11', 'rpl36', 'infA', 'rps8', 'rpl5', 'rpl14', 'rpl16', 'rps3', 'rpl22', 'rps19', 'rpl2', 'rpl23', 'ycf20', 'ndhF', 'rpl21', 'rpl32', 'ccsA', 'ndhD', 'psaC', 'ndhE', 'ndhG', 'ndhI', 'ndhA', 'ndhH', 'ycf1', 'chlN', 'chlL', 'ycf20']",105,0.26192188522329707,"['Eukaryota', 'Viridiplantae', 'Streptophyta', 'Charophyceae', 'Charales', 'Characeae', 'Chara']",184933,True
OR666651.1,Thalassiosira duostra,"['psaA', 'psaB', 'petF', 'rpl19', 'psbV', 'ycf66', 'psbX', 'rbcS', 'rbcL', 'sufB', 'sufC', 'atpI', 'atpH', 'atpG', 'atpF', 'atpD', 'atpA', 'psbB', 'psbT', 'psbN', 'psbH', 'psaE', 'ycf42', 'rpl35', 'rpl20', 'ycf45', 'dnaB', 'rpl11', 'rpl1', 'rpl12', 'rps2', 'rpoC2', 'rpoC1', 'rpoB', 'rps20', 'rpl33', 'rps18', 'ycf3', 'atpB', 'atpE', 'tatC', 'petA', 'chlI', 'psaM', 'rps14', 'ftsH', 'ycf33', 'petN', 'petM', 'petG', 'psbK', 'psaI', 'psbD', 'psbC', 'ycf12', 'psbZ', 'secG', 'psaD', 'petB', 'petD', 'ycf90', 'psbJ', 'psbL', 'psbF', 'psbE', 'ycf4', 'petL', 'psaL', 'cbbX', 'ycf39', 'ycf41', 'psbI', 'psaF', 'psaJ', 'ycf89', 'psbY', 'rpl32', 'rbcR', 'rpl21', 'rpl27', 'secA', 'rpl34', 'ycf46', 'ccs1', 'psbA', 'ycf35', 'psaC', 'ccsA', 'rps6', 'thiG', 'dnaK', 'rpl3', 'rpl4', 'rpl23', 'rpl2', 'rps19', 'ycf88', 'rpl22', 'rps3', 'rpl16', 'rpl29', 'rps17', 'rpl14', 'rpl24', 'rpl5', 'rps8', 'rpl6', 'rpl18', 'rps5', 'secY', 'rpl36', 'rps13', 'rps11', 'rpoA', 'rpl13', 'rps9', 'rpl31', 'rps12', 'rps7', 'tufA', 'rps10', 'clpC', 'groEL', 'psbW', 'thiS', 'rps4', 'rps16', 'ccsA', 'psaC', 'ycf35', 'psbA', 'ccs1', 'ycf46', 'rpl34', 'secA', 'rpl27', 'rpl21', 'rbcR', 'rpl32', 'psbY', 'ycf89']",141,0.2969206336909788,"['Eukaryota', 'Sar', 'Stramenopiles', 'Ochrophyta', 'Bacillariophyta', 'Coscinodiscophyceae', 'Thalassiosirophycidae', 'Thalassiosirales', 'Thalassiosiraceae', 'Thalassiosira']",129085,True
KF515973.1,Neoporphyra perforata,"['chlL', 'chlN', 'ycf46', 'rpl34', 'ycf37', 'orf174', 'psaF', 'psaJ', 'apcD', 'fabH', 'psbX', 'accD', 'psbV', 'petJ', 'carA', 'orf238', 'orf320', 'orf108', 'rbcR', 'psbY', 'rpl32', 'orf263', 'rpl21', 'rpl27', 'rne', 'psbA', 'ycf35', 'ycf20', 'apcF', 'orf121', 'orf114', 'orf450', 'rps4', 'ycf4', 'petL', 'psaL', 'orf58', 'rpl28', 'trxA', 'rbcL', 'rbcS', 'cbbX', 'ycf34', 'ilvH', 'infC', 'cemA', 'orf62', 'orf621', 'orf149', 'psbI', 'orf111', 'ycf39', 'orf287', 'sufB', 'sufC', 'atpA', 'atpD', 'atpF', 'atpG', 'atpH', 'atpI', 'tsf', 'rps2', 'rpoC2', 'rpoC1', 'rpoB', 'rps20', 'glnB', 'rpl33', 'rps18', 'infB', 'ycf3', 'atpB', 'atpE', 'apcB', 'apcA', 'apcE', 'tatC', 'petA', 'odpB', 'odpA', 'preA', 'rpl20', 'rpl35', 'pbsA', 'bas1', 'ycf36', 'orf71', 'petN', 'ycf59', 'chlB', 'psaD', 'acpP', 'orf565', 'orf68', 'psaA', 'psaB', 'rps10', 'tufA', 'rps7', 'rps12', 'rpl31', 'rps9', 'rpl13', 'rpoA', 'rps11', 'rps13', 'rpl36', 'secY', 'rps5', 'rpl18', 'rpl6', 'rps8', 'rpl5', 'rpl24', 'rpl14', 'rps17', 'rpl29', 'rpl16', 'rps3', 'rpl22', 'rps19', 'rpl2', 'rpl23', 'rpl3', 'rpl4', 'dnaK', 'psbZ', 'psbK', 'petG', 'rps14', 'petF', 'orf36', 'ycf38', 'psi', 'psbT', 'psbN', 'psbH', 'psaE', 'ftsH', 'argB', 'ycf33', 'ilvB', 'rpl19', 'clpC', 'dnaB', 'rpl9', 'orf382', 'moeB', 'orf75', 'rpl11', 'rpl1', 'rpl12', 'petD', 'petB', 'ycf28', 'ycf29', 'orf71', 'rps1', 'syfB', 'psbW', 'syh', 'groEL', 'orf148', 'ycf65', 'rps16', 'ycf19', 'ycf17', 'psbC', 'psbD', 'ompR', 'rps6', 'orf203', 'thiG', 'trpG', 'ccs1', 'orf240', 'cpcG', 'nblA', 'cpeB', 'cpeA', 'ccsA', 'psaK', 'accA', 'ycf22', 'ycf23', 'psaC', 'gltB', 'ycf61', 'cpcB', 'cpcA', 'pgmA', 'ycf21', 'secA', 'trpA', 'orf327', 'orf107', 'ycf12', 'ftrB', 'psaI', 'psbJ', 'psbL', 'psbF', 'psbE', 'ycf26', 'ycf63', 'chlI', 'psaM']",208,0.3290619006470378,"['Eukaryota', 'Rhodophyta', 'Bangiophyceae', 'Bangiales', 'Bangiaceae', 'Neoporphyra']",189788,True
MT151382.1,Saccharina latissima,"['ycf37', 'psaM', 'chlI', 'petB', 'petD', 'atpA', 'atpD', 'atpF', 'atpG', 'atpH', 'atpI', 'tsf', 'rps2', 'rpoC2', 'rpoC1', 'rpoB', 'rps20', 'psaD', 'chlB', 'LJPCDNA_020', 'ccs1', 'ycf46', 'rpl34', 'secA', 'thiG', 'psbI', 'dnaK', 'groEL', 'petJ', 'psbV', 'ycf66', 'psbX', 'rpl27', 'rpl19', 'ycf47', 'petM', 'petN', 'acsF', 'ycf42', 'rpl35', 'rpl20', 'ilvH', 'ycf34', 'rbcL', 'rbcS', 'psaA', 'psaB', 'rps14', 'petG', 'psbK', 'ccsA', 'chlL', 'chlN', 'psaF', 'psaJ', 'petA', 'tatC', 'atpE', 'atpB', 'ycf3', 'rps18', 'rpl33', 'clpC', 'psaC', 'psbA', 'cbbX', 'ycf12', 'ftrB', 'psaI', 'psbJ', 'psbL', 'psbF', 'psbE', 'ycf4', 'psaL', 'rbcR', 'psbY', 'rpl32', 'rpl21', 'rpl3', 'rpl4', 'rpl23', 'rpl2', 'rps19', 'rpl22', 'rps3', 'rpl16', 'rpl29', 'rps17', 'rpl14', 'rpl24', 'rpl5', 'rps8', 'rpl6', 'rpl18', 'rps5', 'secY', 'rpl36', 'rps13', 'rps11', 'rpoA', 'rpl13', 'rps9', 'rpl31', 'rps12', 'rps7', 'tufA', 'rps10', 'psaE', 'ftsH', 'psbH', 'psbN', 'psbT', 'psbB', 'petF', 'rpl12', 'rpl1', 'rpl11', 'dnaB', 'rpl9', 'psbW', 'syfB', 'rps1', 'ycf40', 'ycf35', 'ycf24', 'ycf16', 'psnD', 'psbC', 'ycf41', 'ycf39', 'ycf33', 'ilvB', 'rps4', 'ycf65', 'rps16', 'ycf19']",137,0.31104203829458194,"['Eukaryota', 'Sar', 'Stramenopiles', 'Ochrophyta', 'PX clade', 'Phaeophyceae', 'Laminariales', 'Laminariaceae', 'Saccharina']",130619,False
MF101410.1,Laurenciella marilzae,"['ycf46', 'rpl34', 'ycf37', 'ycf52', 'psaF', 'psaJ', 'apcD', 'fabH', 'psbX', 'accD', 'psbV', 'petJ', 'carA', 'ycf53', 'ycf55', 'ycf54', 'lysR', 'psbY', 'rpl32', 'rnz', 'rpl21', 'rpl27', 'rne', 'psbA', 'ycf35', 'dsbD', 'ccs1', 'trpG', 'thiG', 'ycf60', 'rps6', 'psaM', 'chlI', 'ycf63', 'psbE', 'psbF', 'psbL', 'psbJ', 'psaI', 'ftrB', 'psb30', 'tilS', 'trpA', 'secA', 'ycf21', 'pgmA', 'cpcA', 'cpcB', 'rpoZ', 'gltB', 'psaC', 'ycf23', 'ycf22', 'accA', 'psaK', 'ccs1', 'cpeA', 'cpeB', 'nblA', 'cpcG', 'ycf20', 'apcF', 'ConsOrf2', 'ycf80', 'rps4', 'infC', 'ilvH', 'ycf34', 'cbbX', 'rbcS', 'rbcL', 'Orf61', 'trxA', 'rpl28', 'ConsOrf1', 'psaL', 'petL', 'ycf4', 'ConsOrf5', 'cemA', 'Orf37', 'ycf58', 'psbI', 'ycf39', 'Orf35', 'Orf36', 'Orf33', 'Orf50', 'ConsOrf4', 'sufB', 'sufC', 'atpA', 'atpD', 'atpF', 'atpG', 'atpH', 'atpI', 'tsf', 'rps2', 'rpoC2', 'rpoC1', 'rpoB', 'rps20', 'rpl33', 'rps18', 'infB', 'ycf3', 'atpB', 'atpE', 'apcB', 'apcA', 'apcE', 'tatC', 'petA', 'odpB', 'odpA', 'preA', 'rpl20', 'rpl35', 'bas1', 'ycf36', 'secG', 'petM', 'petN', 'acsF', 'psaD', 'acpP', 'ycf45', 'petP', 'accB', 'psaA', 'psaB', 'rps14', 'petG', 'psbK', 'Orf49', 'psbZ', 'dnaK', 'rpl3', 'rpl4', 'rpl23', 'rpl2', 'rps19', 'rpl22', 'rps3', 'rpl16', 'rpl29', 'rps17', 'rpl14', 'rpl24', 'rpl5', 'rps8', 'rpl6', 'rpl18', 'rps5', 'secY', 'rpl36', 'rps13', 'rps11', 'rpoA', 'rpl13', 'rps9', 'rpl31', 'rps12', 'rps7', 'tufA', 'rps10', 'petF', 'ycf38', 'psbB', 'psbT', 'psbN', 'psbH', 'psaE', 'ftsH', 'argB', 'ycf33', 'ilvB', 'rpl19', 'clpC', 'dnaB', 'rpl9', 'moeB', 'rpl11', 'rpl1', 'rpl12', 'petD', 'petB', 'ntcA', 'ycf29', 'thiS', 'rps1', 'syfB', 'psbW', 'syh', 'groEL', 'ConsOrf3', 'ycf65', 'rps16', 'ycf19', 'upp', 'psbC', 'psbD', 'ompR']",204,0.29747578685455833,"['Eukaryota', 'Rhodophyta', 'Florideophyceae', 'Rhodymeniophycidae', 'Ceramiales', 'Rhodomelaceae', 'Laurencieae', 'Laurenciella']",172014,True
KY407658.1,Pseudocharacium americanum,"['atpA', 'atpF', 'atpH', 'atpI', 'rps2', 'psbM', 'rpl32', 'chlN', 'chlL', 'orf437', 'ccsA', 'psbN', 'psbH', 'psaC', 'ycf1', 'psbT', 'psbB', 'orf368', 'accD', 'clpP', 'orf112', 'rps18', 'rpl20', 'rps14', 'rps7', 'rps12', 'ycf62a', 'psbK', 'ycf12', 'psaM', 'psaJ', 'petB', 'orf266', 'petD', 'rpoB', 'rpoC1', 'rpoC2', 'ftsH', 'psbZ', 'psbA', 'chlB', 'psbI', 'ycf3', 'ycf62b', 'psaB', 'psaA', 'tufA', 'cemA', 'orf526', 'ycf20', 'orf100', 'orf128', 'orf106', 'atpE', 'atpB', 'petG', 'petL', 'petA', 'chlI', 'psbD', 'psbC', 'psbE', 'psbF', 'psbL', 'psbJ', 'orf119', 'rps4', 'rpl23', 'rpl2', 'rps19', 'rps3', 'rpl16', 'rpl14', 'rpl5', 'rps8', 'infA', 'rpl36', 'rps11', 'rpoA', 'rps9', 'rpl12', 'rpl19', 'ycf4', 'orf98', 'psaI', 'rbcL', 'orf383', 'orf119', 'orf119']",89,0.36988406668671275,"['Eukaryota', 'Viridiplantae', 'Chlorophyta', 'Ulvophyceae', 'Ignatiales', 'Ignatiaceae', 'Pseudocharacium']",239448,True
OQ731400.1,Aphanocladia stichidiosa,"['ycf46', 'rpl34', 'ycf37', 'ycf52', 'psaF', 'psaJ', 'apcD', 'fabH', 'psbX', 'accD', 'psbV', 'petJ', 'carA', 'ycf53', 'ycf55', 'ycf54', 'lysR', 'psbY', 'rpl32', 'rnz', 'rpl21', 'rpl27', 'rne', 'psbA', 'ycf35', 'dsbD', 'ccs1', 'trpG', 'thiG', 'ycf60', 'rps6', 'psaM', 'chlI', 'ycf63', 'psbE', 'psbF', 'psbL', 'psbJ', 'psaI', 'ftrB', 'psb30', 'tilS', 'trpA', 'secA', 'ycf21', 'pgmA', 'cpcA', 'cpcB', 'rpoZ', 'gltB', 'psaC', 'ycf23', 'ycf22', 'accA', 'psaK', 'ccs1.2', 'cpeA', 'cpeB', 'nblA', 'cpcG', 'ycf20', 'apcF', 'ycf80', 'rps4', 'infC', 'ilvH', 'ycf34', 'cbbX', 'rbcS', 'rbcL', 'trxA', 'rpl28', 'psaL', 'petL', 'ycf4', 'trnM', 'cemA', 'ycf58', 'psbI', 'ycf39', 'sufB', 'sufC', 'atpA', 'atpD', 'atpF', 'atpG', 'atpH', 'atpI', 'tsf', 'rps2', 'rpoC2', 'rpoC1', 'rpoB', 'rps20', 'rpl33', 'rps18', 'infB', 'ycf3', 'atpB', 'atpE', 'apcB', 'apcA', 'apcE', 'tatC', 'petA', 'odpB', 'odpA', 'preA', 'rpl20', 'rpl35', 'pbsA', 'bas1', 'ycf36', 'secG', 'petM', 'petN', 'acsF', 'psaD', 'acpP', 'ycf45', 'petP', 'accB', 'psaA', 'psaB', 'rps14', 'petG', 'psbK', 'psbZ', 'dnaK', 'rpl3', 'rpl4', 'rpl23', 'rpl2', 'rps19', 'rpl22', 'rps3', 'rpl16', 'rpl29', 'rps17', 'rpl14', 'rpl24', 'rpl5', 'rps8', 'rpl6', 'rpl18', 'rps5', 'secY', 'rpl36', 'rps13', 'rps11', 'rpoA', 'rpl13', 'rps9', 'rpl31', 'rps12', 'rps7', 'tufA', 'rps10', 'petF', 'ycf38', 'psbB', 'psbT', 'psbN', 'psbH', 'psaE', 'ftsH', 'argB', 'ycf33', 'ilvB', 'rpl19', 'clpC', 'dnaB', 'rpl9', 'moeB', 'rpl11', 'rpl1', 'rpl12', 'petD', 'petB', 'ntcA', 'ycf29', 'thiS', 'rps1', 'syfB', 'psbW', 'syh', 'groEL', 'ycf65', 'rps16', 'ycf19', 'upp', 'psbC', 'psbD', 'ompR']",194,0.2718015215412892,"['Eukaryota', 'Rhodophyta', 'Florideophyceae', 'Rhodymeniophycidae', 'Ceramiales', 'Rhodomelaceae', 'Pterosiphonieae', 'Aphanocladia']",168119,False
NC_040296.1,Eustigmatophyceae sp. Chic 10/23 P-6w,"['rpl11', 'rpl1', 'rpl12', 'ftsH', 'psaE', 'psbH', 'psbN', 'psbT', 'psbB', 'petF', 'rps10', 'tufA', 'rps7', 'rps12', 'rpl31', 'rps9', 'rpl13', 'rpoA', 'rps11', 'rps13', 'rpl36', 'secY', 'rps5', 'rpl18', 'rpl6', 'rps8', 'rpl5', 'rpl14', 'rps17', 'rpl29', 'rpl16', 'rps3', 'rpl22', 'rps19', 'rpl2', 'rpl23', 'rpl4', 'rpl3', 'orf143', 'orf285', 'psaA', 'petJ', 'psbV', 'clpC_B', 'psaC', 'psaJ', 'thiG', 'rpl19', 'rpl27', 'rpl21', 'ycf54', 'ycf60', 'orf1', 'secA', 'rpl34', 'ycf46', 'ccs1', 'rps6', 'rbcR', 'ccsA', 'sufB', 'sufC', 'clpC_A', 'psbY', 'ycf12', 'rbcS', 'rbcL', 'thiS', 'atpA', 'atpD', 'atpF', 'atpG', 'atpH', 'atpI', 'tsf', 'rps2', 'rpoC2', 'rpoC1', 'rpoB', 'rps20', 'rpl33', 'rps18', 'ycf3', 'atpB', 'atpE', 'tatC', 'petA', 'psbA', 'chlN', 'chlL', 'psbI', 'psaD', 'secG', 'petM', 'petN', 'rps16', 'ycf19', 'rps4', 'psb28', 'groEL', 'psaI', 'psbJ', 'psbL', 'psbF', 'psbE', 'ycf4', 'ycf49', 'petL', 'psaL', 'ilvB', 'rpl35', 'rpl20', 'rpl19', 'thiG', 'psaJ', 'psaC', 'clpC_B', 'psbV', 'petJ', 'psaA', 'psaB', 'rps14', 'petG', 'psbK', 'psbZ', 'rpl32', 'acpP', 'psaF', 'psbX', 'ycf66', 'chlB', 'clpN', 'ycf59', 'chlI', 'psaM', 'psbC', 'psbD', 'ycf34', 'dnaK', 'petD', 'petB', 'cbbX', 'orf198', 'orf118', 'orf232', 'orf279', 'ycf95']",147,0.34593397170215806,"['Eukaryota', 'Sar', 'Stramenopiles', 'Ochrophyta', 'Eustigmatophyceae']",125946,True
NC_058702.1,Skeletonema tropicum,"['rbcL', 'rbcS', 'psbX', 'ycf66', 'psbV', 'rpl19', 'petF', 'psaB', 'psaA', 'ycf89', 'psbY', 'rpl32', 'lysR', 'rpl21', 'rpl27', 'secA', 'rpl34', 'ycf46', 'ccs1', 'psbA', 'ycf35', 'psaC', 'ccsA', 'rps16', 'rps4', 'thiS', 'psbW', 'groEL', 'dnaK', 'rpl3', 'rpl4', 'rpl23', 'rpl2', 'rps19', 'ycf88', 'rpl22', 'rps3', 'rpl16', 'rpl29', 'rps17', 'rpl14', 'rpl24', 'rpl5', 'rps8', 'rpl6', 'rpl18', 'rps5', 'secY', 'rpl36', 'rps13', 'rps11', 'rpoA', 'rpl13', 'rps9', 'rpl31', 'rps12', 'rps7', 'tufA', 'rps10', 'clpC', 'thiG', 'rps6', 'ccsA', 'psaC', 'ycf35', 'psbA', 'ccs1', 'ycf46', 'rpl34', 'secA', 'rpl27', 'rpl21', 'lysR', 'rpl32', 'psbY', 'ycf89', 'psaJ', 'psaF', 'psbI', 'ycf41', 'ycf39', 'cbbX', 'psaL', 'petL', 'ycf4', 'psbE', 'psbF', 'psbL', 'psbJ', 'ycf90', 'petD', 'petB', 'psaD', 'secG', 'psbZ', 'ycf12', 'psbC', 'psbD', 'psaI', 'psbK', 'petG', 'petM', 'petN', 'ycf33', 'ftsH', 'rps14', 'psaM', 'chlI', 'petA', 'tatC', 'atpE', 'atpB', 'ycf3', 'rps18', 'rpl33', 'rps20', 'rpoB', 'rpoC1', 'rpoC2', 'rps2', 'rpl12', 'rpl1', 'rpl11', 'dnaB', 'ycf45', 'rpl20', 'rpl35', 'bas1', 'psaE', 'psbH', 'psbN', 'psbT', 'psbB', 'atpA', 'atpD', 'atpF', 'atpG', 'atpH', 'atpI', 'sufC', 'sufB']",141,0.3118745673107181,"['Eukaryota', 'Sar', 'Stramenopiles', 'Ochrophyta', 'Bacillariophyta', 'Coscinodiscophyceae', 'Thalassiosirophycidae', 'Thalassiosirales', 'Skeletonemataceae', 'Skeletonema']",127112,True
NC_001713.1,Trieres chinensis,"['ORF355', 'psbY', 'rpl32', 'psaC', 'ccsA', 'rps6', 'thiG', 'clpC', 'rps10', 'tufA', 'rps7', 'rps12', 'rpl31', 'rps9', 'rpl13', 'rpoA', 'rps11', 'rps13', 'rpl36', 'secY', 'rps5', 'rpl18', 'rpl6', 'rps8', 'rpl5', 'rpl24', 'rpl14', 'rps17', 'rpl29', 'rpl16', 'rps3', 'rpl22', 'rps19', 'rpl2', 'rpl23', 'rpl4', 'rpl3', 'dnaK', 'groEL', 'psbW', 'ycf40', 'rps4', 'rps16', 'ycf35', 'psbA', 'ccs1', 'ycf46', 'rpl34', 'secA', 'rpl27', 'rpl21', 'rbcR', 'rpl32', 'psbY', 'acpP', 'ycf45', 'rpl20', 'rpl35', 'ycf42', 'psaE', 'ftsH', 'rps14', 'psaM', 'chlI', 'ycf47', 'psaD', 'petB', 'petD', 'ycf33', 'rbcS', 'rbcL', 'ycf24', 'ycf16', 'atpI', 'atpH', 'atpG', 'atpF', 'atpD', 'atpA', 'psbB', 'psbT', 'psbN', 'psbH', 'petN', 'ycf31', 'psaJ', 'psaF', 'psbI', 'ycf41', 'ycf39', 'cbbX', 'psaL', 'petL', 'ycf4', 'psbE', 'psbF', 'psbL', 'psbJ', 'ycf9', 'ycf12', 'psbC', 'psbD', 'psaI', 'psbK', 'petG', 'rpl12', 'rpl1', 'rpl11', 'dnaB', 'psbX', 'psbV', 'rpl19', 'petF', 'petA', 'tatC', 'atpE', 'atpB', 'ycf3', 'rps18', 'rpl33', 'rps20', 'rpoB', 'rpoC1', 'rpoC2', 'rps2', 'psaB', 'psaA']",127,0.31815979415892537,"['Eukaryota', 'Sar', 'Stramenopiles', 'Ochrophyta', 'Bacillariophyta', 'Mediophyceae', 'Biddulphiophycidae', 'Eupodiscales', 'Parodontellaceae', 'Trieres']",119704,True
OL703599.1,Emiliania huxleyi,"['petB', 'petD', 'psaA', 'psaB', 'rbcL', 'rbcS', 'psbA', 'rpl20', 'rpl21', 'psbI', 'ycf60', 'rpl19', 'ycf46', 'ycf24', 'ycf19', 'rpl33', 'rps18', 'petA', 'tatC', 'groEL', 'ycf35', 'ycf45', 'psb30', 'clpC', 'atpE', 'atpB', 'psbK', 'psbZ', 'psbB', 'psbT', 'pbf1', 'psbH', 'psaC', 'ccs1', 'psaF', 'psaJ', 'ycf55', 'ycf40', 'psaL', 'ycf47', 'petM', 'petN', 'rpl27', 'petL', 'pafII', 'ycf27', 'rpoB', 'rpoC1', 'rpoC2', 'rps4', 'rps2', 'atpI', 'atpH', 'atpG', 'atpF', 'atpD', 'atpA', 'psbC', 'psbD', 'pafI', 'rps14', 'rpl34', 'rps16', 'ycf65', 'ycf80', 'chlI', 'thiG', 'minD', 'rbcR', 'psbJ', 'psbL', 'psbF', 'psbE', 'cbbX', 'petG', 'secA', 'dfr', 'rps6', 'psaI', 'ccsA', 'psaM', 'ycf20', 'psaD', 'psbV', 'dnaK', 'rpl3', 'rpl23', 'rpl2', 'rps19', 'rpl22', 'rps3', 'rpl16', 'rps17', 'rpl14', 'rpl5', 'rps8', 'rpl6', 'rps5', 'secY', 'rpl36', 'rps13', 'rps11', 'rpoA', 'rps9', 'rpl31', 'rps12', 'rps7', 'tufA', 'rps10', 'ycf39']",110,0.36833258947648306,"['Eukaryota', 'Haptista', 'Haptophyta', 'Prymnesiophyceae', 'Isochrysidales', 'Noelaerhabdaceae', 'Emiliania']",105307,False
OP121075.1,Alaria marginata,"['ycf17', 'ycf37', 'psaM', 'chlI', 'petB', 'petD', 'atpA', 'atpD', 'atpF', 'atpG', 'atpH', 'atpI', 'tsf', 'rps2', 'rpoC2', 'rpoC1', 'rpoB', 'rps20', 'psaD', 'chlB', 'ycf60', 'ccs1', 'ycf46', 'rpl34', 'secA', 'ycf54', 'thiG', 'psbI', 'dnaK', 'groEL', 'petJ', 'psbV', 'ycf66', 'psbX', 'rpl27', 'rpl19', 'SecG', 'petM', 'petN', 'acsF', 'ahpC', 'rpl35', 'rpl20', 'ilvH', 'ycf34', 'rbcL', 'rbcS', 'psaA', 'psaB', 'rps14', 'petG', 'psbK', 'ccsA', 'chlL', 'chlN', 'psaF', 'psaJ', 'ocf525', 'petA', 'tatC', 'atpE', 'atpB', 'ycf3', 'rps18', 'rpl33', 'clpC', 'psaC', 'psbA', 'cbbx', 'ycf12', 'ftrB', 'psaI', 'psbJ', 'psbL', 'psbF', 'psbE', 'ycf4', 'petL', 'psaL', 'rbcR', 'psbY', 'rpl32', 'rpl21', 'rpl3', 'rpl4', 'rpl23', 'rpl2', 'rps19', 'rpl22', 'rps3', 'rpl16', 'rpl29', 'rps17', 'rpl14', 'rpl24', 'rpl5', 'rps8', 'rpl6', 'rpl18', 'rps5', 'secY', 'rpl36', 'rps13', 'rps11', 'rpoA', 'rpl13', 'rps9', 'rpl31', 'rps12', 'rps7', 'tufA', 'rps10', 'psaE', 'ftsH', 'psbH', 'pbf1', 'psbT', 'psbB', 'petF', 'rpl12', 'rpl1', 'rpl11', 'dnaB', 'rpl9', 'psbW', 'syfB', 'rps1', 'thiS', 'ycf35', 'sufB', 'sufC', 'psbD', 'psbC', 'ycf41', 'ycf39', 'ycf33', 'ilvB', 'rps4', 'ycf65', 'rps16', 'ycf19']",141,0.3120309963551717,"['Eukaryota', 'Sar', 'Stramenopiles', 'Ochrophyta', 'PX clade', 'Phaeophyceae', 'Laminariales', 'Alariaceae', 'Alaria']",130596,False
