protein	Uniref90 representative	full name	descriptions	UniProt Representative link	pfam domains	pfam_links	alignment_path	n_seqs	structure_path
ycf37	P51191	Uncharacterized protein ycf37		https://www.uniprot.org/uniprotkb/P51191/entry	PF00515,PF07719,PF13176,PF13181,PF13414,PF13424,PF13428,PF13431,PF13432,PF14559	https://www.ebi.ac.uk/interpro/entry/pfam/PF00515,https://www.ebi.ac.uk/interpro/entry/pfam/PF07719,https://www.ebi.ac.uk/interpro/entry/pfam/PF13176,https://www.ebi.ac.uk/interpro/entry/pfam/PF13181,https://www.ebi.ac.uk/interpro/entry/pfam/PF13414,https://www.ebi.ac.uk/interpro/entry/pfam/PF13424,https://www.ebi.ac.uk/interpro/entry/pfam/PF13428,https://www.ebi.ac.uk/interpro/entry/pfam/PF13431,https://www.ebi.ac.uk/interpro/entry/pfam/PF13432,https://www.ebi.ac.uk/interpro/entry/pfam/PF14559	/public/downloads/ycf37.fa	298.0	/public/downloads/ycf37.cif
ycf38	Q1XDG5	Putative transport permease ycf38		https://www.uniprot.org/uniprotkb/Q1XDG5/entry	PF01061,PF12698	https://www.ebi.ac.uk/interpro/entry/pfam/PF01061,https://www.ebi.ac.uk/interpro/entry/pfam/PF12698	/public/downloads/ycf38.fa	263.0	/public/downloads/ycf38.cif
ycf39	P51238	Photosystem II assembly factor Ycf39	Involved in assembly of photosystem II	https://www.uniprot.org/uniprotkb/P51238/entry	PF01073,PF01113,PF01370,PF02571,PF02719,PF04321,PF05368,PF07993,PF13460	https://www.ebi.ac.uk/interpro/entry/pfam/PF01073,https://www.ebi.ac.uk/interpro/entry/pfam/PF01113,https://www.ebi.ac.uk/interpro/entry/pfam/PF01370,https://www.ebi.ac.uk/interpro/entry/pfam/PF02571,https://www.ebi.ac.uk/interpro/entry/pfam/PF02719,https://www.ebi.ac.uk/interpro/entry/pfam/PF04321,https://www.ebi.ac.uk/interpro/entry/pfam/PF05368,https://www.ebi.ac.uk/interpro/entry/pfam/PF07993,https://www.ebi.ac.uk/interpro/entry/pfam/PF13460	/public/downloads/ycf39.fa	492.0	/public/downloads/ycf39.cif
ycf4	P51220	Photosystem I assembly protein Ycf4	Seems to be required for the assembly of the photosystem I complex	https://www.uniprot.org/uniprotkb/P51220/entry	PF02392	https://www.ebi.ac.uk/interpro/entry/pfam/PF02392	/public/downloads/ycf4.fa	835.0	/public/downloads/ycf4.cif
ycf41	P51237	Putative single-stranded DNA-binding protein ycf41		https://www.uniprot.org/uniprotkb/P51237/entry	PF00436	https://www.ebi.ac.uk/interpro/entry/pfam/PF00436	/public/downloads/ycf41.fa	309.0	/public/downloads/ycf41.cif
ycf45	P51281	Uncharacterized protein ycf45		https://www.uniprot.org/uniprotkb/P51281/entry	PF00004,PF00448,PF00910,PF01078,PF01424,PF01443,PF01695,PF01926,PF02374,PF03215,PF03266,PF05496,PF06414,PF07088,PF07724,PF07726,PF07728,PF08433,PF08477,PF10412,PF13086,PF13191,PF13207,PF13238,PF13245,PF13401,PF13479,PF13521,PF13604,PF13614	https://www.ebi.ac.uk/interpro/entry/pfam/PF00004,https://www.ebi.ac.uk/interpro/entry/pfam/PF00448,https://www.ebi.ac.uk/interpro/entry/pfam/PF00910,https://www.ebi.ac.uk/interpro/entry/pfam/PF01078,https://www.ebi.ac.uk/interpro/entry/pfam/PF01424,https://www.ebi.ac.uk/interpro/entry/pfam/PF01443,https://www.ebi.ac.uk/interpro/entry/pfam/PF01695,https://www.ebi.ac.uk/interpro/entry/pfam/PF01926,https://www.ebi.ac.uk/interpro/entry/pfam/PF02374,https://www.ebi.ac.uk/interpro/entry/pfam/PF03215,https://www.ebi.ac.uk/interpro/entry/pfam/PF03266,https://www.ebi.ac.uk/interpro/entry/pfam/PF05496,https://www.ebi.ac.uk/interpro/entry/pfam/PF06414,https://www.ebi.ac.uk/interpro/entry/pfam/PF07088,https://www.ebi.ac.uk/interpro/entry/pfam/PF07724,https://www.ebi.ac.uk/interpro/entry/pfam/PF07726,https://www.ebi.ac.uk/interpro/entry/pfam/PF07728,https://www.ebi.ac.uk/interpro/entry/pfam/PF08433,https://www.ebi.ac.uk/interpro/entry/pfam/PF08477,https://www.ebi.ac.uk/interpro/entry/pfam/PF10412,https://www.ebi.ac.uk/interpro/entry/pfam/PF13086,https://www.ebi.ac.uk/interpro/entry/pfam/PF13191,https://www.ebi.ac.uk/interpro/entry/pfam/PF13207,https://www.ebi.ac.uk/interpro/entry/pfam/PF13238,https://www.ebi.ac.uk/interpro/entry/pfam/PF13245,https://www.ebi.ac.uk/interpro/entry/pfam/PF13401,https://www.ebi.ac.uk/interpro/entry/pfam/PF13479,https://www.ebi.ac.uk/interpro/entry/pfam/PF13521,https://www.ebi.ac.uk/interpro/entry/pfam/PF13604,https://www.ebi.ac.uk/interpro/entry/pfam/PF13614	/public/downloads/ycf45.fa	442.0	/public/downloads/ycf45.cif
ycf49	Q9TM45	Uncharacterized protein ycf19		https://www.uniprot.org/uniprotkb/Q9TM45/entry	PF10693	https://www.ebi.ac.uk/interpro/entry/pfam/PF10693	/public/downloads/ycf49.fa	34.0	/public/downloads/ycf49.cif
ycf52	P51192	Uncharacterized N-acetyltransferase ycf52		https://www.uniprot.org/uniprotkb/P51192/entry	PF00583,PF08445,PF12746,PF13302,PF13508,PF13527,PF13673,PF14542	https://www.ebi.ac.uk/interpro/entry/pfam/PF00583,https://www.ebi.ac.uk/interpro/entry/pfam/PF08445,https://www.ebi.ac.uk/interpro/entry/pfam/PF12746,https://www.ebi.ac.uk/interpro/entry/pfam/PF13302,https://www.ebi.ac.uk/interpro/entry/pfam/PF13508,https://www.ebi.ac.uk/interpro/entry/pfam/PF13527,https://www.ebi.ac.uk/interpro/entry/pfam/PF13673,https://www.ebi.ac.uk/interpro/entry/pfam/PF14542	/public/downloads/ycf52.fa	257.0	/public/downloads/ycf52.cif
ycf53	P51202	Uncharacterized protein ycf53		https://www.uniprot.org/uniprotkb/P51202/entry	PF05419	https://www.ebi.ac.uk/interpro/entry/pfam/PF05419	/public/downloads/ycf53.fa	251.0	/public/downloads/ycf53.cif
ycf54	Q1XDT3	Uncharacterized protein ycf54		https://www.uniprot.org/uniprotkb/Q1XDT3/entry	PF10674	https://www.ebi.ac.uk/interpro/entry/pfam/PF10674	/public/downloads/ycf54.fa	322.0	/public/downloads/ycf54.cif
ycf55	P51203	Uncharacterized protein ycf55		https://www.uniprot.org/uniprotkb/P51203/entry	PF12452	https://www.ebi.ac.uk/interpro/entry/pfam/PF12452	/public/downloads/ycf55.fa	259.0	/public/downloads/ycf55.cif
ycf58	P51235	Chromophore lyase CpcS/CpeS homolog	Might function to covalently attach a chromophore to Cys residue(s) of phycobiliproteins	https://www.uniprot.org/uniprotkb/P51235/entry	PF09367	https://www.ebi.ac.uk/interpro/entry/pfam/PF09367	/public/downloads/ycf58.fa	237.0	/public/downloads/ycf58.cif
ycf60	P51360	Tic20 family protein Ycf60		https://www.uniprot.org/uniprotkb/P51360/entry	PF16166	https://www.ebi.ac.uk/interpro/entry/pfam/PF16166	/public/downloads/ycf60.fa	304.0	/public/downloads/ycf60.cif
ycf63	Q1XD94	Probable ABC transporter permease protein ycf63	Could be part of an ABC transporter complex	https://www.uniprot.org/uniprotkb/Q1XD94/entry	PF02405	https://www.ebi.ac.uk/interpro/entry/pfam/PF02405	/public/downloads/ycf63.fa	212.0	/public/downloads/ycf63.cif
ycf65	P51351	Small ribosomal subunit protein cS23	Probably a ribosomal protein or a ribosome-associated protein	https://www.uniprot.org/uniprotkb/P51351/entry	PF04839	https://www.ebi.ac.uk/interpro/entry/pfam/PF04839	/public/downloads/ycf65.fa	357.0	/public/downloads/ycf65.cif
ycf66	Q9MUQ8	Uncharacterized protein ycf66		https://www.uniprot.org/uniprotkb/Q9MUQ8/entry	PF07444	https://www.ebi.ac.uk/interpro/entry/pfam/PF07444	/public/downloads/ycf66.fa	240.0	/public/downloads/ycf66.cif
ycf82	P58145	Ribosomal operon-associated A protein		https://www.uniprot.org/uniprotkb/P58145/entry	PF00534,PF13439,PF13477,PF13579,PF13692	https://www.ebi.ac.uk/interpro/entry/pfam/PF00534,https://www.ebi.ac.uk/interpro/entry/pfam/PF13439,https://www.ebi.ac.uk/interpro/entry/pfam/PF13477,https://www.ebi.ac.uk/interpro/entry/pfam/PF13579,https://www.ebi.ac.uk/interpro/entry/pfam/PF13692	/public/downloads/ycf82.fa	12.0	/public/downloads/ycf82.cif
ycf84	Q9TLY0	Permease YjgP/YjgQ family protein		https://www.uniprot.org/uniprotkb/Q9TLY0/entry	PF03739	https://www.ebi.ac.uk/interpro/entry/pfam/PF03739	/public/downloads/ycf84.fa	11.0	/public/downloads/ycf84.cif
